ZipCode,City,StreetAddress,Latitude,Longitude,StateFull
87660,Irsee,"Ufnau Strasse 99",47.896637,10.587834,"Freistaat Bayern"
21228,Harmstorf,"Chausseestr. 91",53.282592,9.954778,Niedersachsen
51109,"Köln Kalk","Straße der Pariser Kommune 80",50.941464,7.101686,Nordrhein-Westfalen
56288,Bubach,"Joachimstaler Str. 51",49.971057,7.435854,Rheinland-Pfalz
83413,Fridolfing,"Langenhorner Chaussee 65",48.088685,12.886083,"Freistaat Bayern"
91503,Ansbach,"Rudower Chaussee 75",49.334458,10.476585,"Freistaat Bayern"
28259,"Bremen Mittelshuchting","Grolmanstraße 11",53.143631,8.780022,"Freie Hansestadt Bremen"
02808,Görlitz,"Lietzensee-Ufer 8",51.184581,14.988301,"Freistaat Sachsen"
92620,Weiden,"Koepenicker Str. 34",49.718525,12.066454,"Freistaat Bayern"
91339,Röttenbach,"Luebeckertordamm 2",48.363225,12.917646,"Freistaat Bayern"
23901,Ratzeburg,"Hans-Grade-Allee 28",53.68874,10.809616,Schleswig-Holstein
26446,Friedeburg,"Nuernbergerstrasse 87",53.528341,7.909013,Niedersachsen
53506,Hönningen,"Wallstrasse 31",50.451519,6.975322,Rheinland-Pfalz
56479,Stein-Neukirch,"Gotzkowskystrasse 85",50.579921,8.077973,Rheinland-Pfalz
97351,Wiesentheid,"Esplanade 23",49.756984,10.388481,"Freistaat Bayern"
86838,Türkheim,"Paderborner Strasse 52",48.125036,10.546917,"Freistaat Bayern"
91481,Münchsteinach,"Luebeckertordamm 66",49.694654,10.695907,"Freistaat Bayern"
49828,Esche,"Lietzenburger Straße 50",52.499141,7.02925,Niedersachsen
65606,Villmar,"Budapester Straße 49",50.360964,8.159962,Hessen
67714,Waldfischbach-Burgalben,"Invalidenstrasse 62",49.272934,7.76632,Rheinland-Pfalz
68307,"Mannheim Waldhof","Scharnweberstrasse 34",49.497406,8.377169,Baden-Württemberg
82223,Eichenau,"Prager Str 41",48.162399,11.229582,"Freistaat Bayern"
57539,Bitzen,"Knesebeckstrasse 18",50.7905,7.709743,Rheinland-Pfalz
85201,Dachau,"Büsingstrasse 54",48.351552,11.348215,"Freistaat Bayern"
56584,Thalhausen,"Wallstrasse 4",50.578506,7.576988,Rheinland-Pfalz
21509,Glinde,"Waßmannsdorfer Chaussee 32",53.478531,10.202399,Schleswig-Holstein
40599,"Düsseldorf Holthausen","Friedrichstrasse 98",51.211995,6.808999,Nordrhein-Westfalen
27386,Kirchwalsede,"Karl-Liebknecht-Strasse 97",53.030472,9.463759,Niedersachsen
23560,Lübeck,"Rudower Chaussee 60",53.749343,10.61485,Schleswig-Holstein
97201,Höchberg,"Mühlenstrasse 3",49.750032,9.891455,"Freistaat Bayern"
01446,Radeberg,"Charlottenstrasse 90",51.142043,13.92212,"Freistaat Sachsen"
80754,München,"Rhinstrasse 91",48.099584,11.544141,"Freistaat Bayern"
08266,Zwota,"Reeperbahn 40",50.421143,12.37077,"Freistaat Sachsen"
54552,Dreis-Brück,"Lützowplatz 98",50.323509,6.703702,Rheinland-Pfalz
95192,Lichtenberg,"Amsinckstrasse 51",50.445574,11.756258,"Freistaat Bayern"
89192,Rammingen,"Paderborner Strasse 14",48.509356,10.18404,Baden-Württemberg
85284,Geisenfeld,"Rankestraße 36",48.69931,11.579486,"Freistaat Bayern"
81615,München,"Rosenstrasse 44",48.076254,11.599098,"Freistaat Bayern"
63802,Haibach,"Rudolstaedter Strasse 22",49.042556,12.622404,"Freistaat Bayern"
12589,"Berlin Wilhelmshagen","Genslerstraße 79",52.587206,13.454102,Berlin
54340,Riol,"Güntzelstrasse 81",49.723488,6.778009,Rheinland-Pfalz
49448,Hüde,"Meinekestraße 25",52.40855,8.34485,Niedersachsen
54441,Kastel-Staadt,"Lützowplatz 17",49.600108,6.419254,Rheinland-Pfalz
44894,Bochum,"Leopoldstraße 15",51.463688,7.353751,Nordrhein-Westfalen
95499,Harsdorf,"Ellmenreichstrasse 16",50.069588,11.570648,"Freistaat Bayern"
29646,Bispingen,"Rohrdamm 82",53.129498,10.008322,Niedersachsen
32760,"Detmold Oberschönhagen","Bleibtreustrasse 35",51.86596,8.82411,Nordrhein-Westfalen
84304,Eggenfelden,"Neuer Jungfernstieg 10",48.339979,12.685652,"Freistaat Bayern"
86668,Karlshuld,"Rankestraße 51",48.644562,11.257206,"Freistaat Bayern"
87619,Füssen,"Ufnau Strasse 58",47.662067,10.61694,"Freistaat Bayern"
86045,Augsburg,"Sonnenallee 56",48.372858,10.861293,"Freistaat Bayern"
32429,"Minden Haddenhausen","Michaelkirchstr. 20",52.355231,8.940957,Nordrhein-Westfalen
02935,Weißwasser,"Lietzensee-Ufer 37",51.432723,14.663588,"Freistaat Sachsen"
94420,Arnstorf,"Neuer Jungfernstieg 76",48.508802,12.774524,"Freistaat Bayern"
21380,Artlenburg,"Inge Beisheim Platz 14",53.42341,10.56614,Niedersachsen
94451,Deggendorf,"Heiligengeistbrücke 62",48.800773,12.890102,"Freistaat Bayern"
78262,Gailingen,"Bleibtreustraße 22",47.661415,8.790279,Baden-Württemberg
84385,Egglham,"Ziegelstr. 46",48.569042,13.134012,"Freistaat Bayern"
71139,Ehningen,"Hallesches Ufer 10",48.618208,9.007842,Baden-Württemberg
46242,"Bottrop Vonderort","Am Borsigturm 34",51.477811,6.807739,Nordrhein-Westfalen
34626,Neukirchen,"Schönwalder Allee 38",50.932104,9.409848,Hessen
01686,Weinböhla,"Amsinckstrasse 40",51.21884,13.587104,"Freistaat Sachsen"
96355,Tettau,"Lietzensee-Ufer 28",50.507188,11.305532,"Freistaat Bayern"
27616,Appeln,"Bissingzeile 89",53.552503,8.827026,Niedersachsen
81539,München,"Rosenstrasse 79",48.181518,11.664274,"Freistaat Bayern"
09230,Hartmannsdorf,"Schoenebergerstrasse 24",50.986541,12.760259,"Freistaat Sachsen"
03054,Cottbus,"Charlottenstrasse 36",51.720796,14.322481,Brandenburg
82185,Gröbenzell,"Prager Str 54",48.189972,11.404197,"Freistaat Bayern"
94501,Aidenbach,"Ziegelstr. 75",48.504617,13.107364,"Freistaat Bayern"
91163,Georgensgmünd,"Luebeckertordamm 38",49.211356,11.084369,"Freistaat Bayern"
91345,Wiesenttal,"Ellmenreichstrasse 49",49.863298,11.345208,"Freistaat Bayern"
93348,Kirchdorf,"Reeperbahn 18",48.857862,11.995125,"Freistaat Bayern"
24821,Schleswig,"Hans-Grade-Allee 6",54.550715,9.630282,Schleswig-Holstein
97489,Poppenhausen,"Paul-Nevermann-Platz 6",50.157902,10.243339,"Freistaat Bayern"
32760,"Detmold Innenstadt","Bleibtreustrasse 1",51.907478,8.893308,Nordrhein-Westfalen
28199,"Bremen Neuenland","Grolmanstraße 63",53.10174,8.742896,"Freie Hansestadt Bremen"
96239,Sonnefeld,"Billwerder Neuer Deich 89",50.277564,11.118776,"Freistaat Bayern"
49626,Bippen,"Meinekestraße 43",52.664078,7.705908,Niedersachsen
24913,Flensburg,"Spresstrasse 26",54.84358,9.436158,Schleswig-Holstein
69518,Abtsteinach,"Scharnweberstrasse 45",49.47558,8.737581,Hessen
54340,Schleich,"Güntzelstrasse 87",49.882461,6.836282,Rheinland-Pfalz
10965,"Berlin Tempelhof","Genslerstraße 63",52.546986,13.391631,Berlin
54533,Willwerscheid,"Lützowplatz 41",49.966391,6.891062,Rheinland-Pfalz
93309,Kelheim,"Schaarsteinweg 97",48.92122,11.893763,"Freistaat Bayern"
49186,"Bad Iburg","Meinekestraße 64",52.085757,8.041142,Niedersachsen
90704,Fürth,"Rathausstrasse 15",48.694817,12.108283,"Freistaat Bayern"
66119,"Saarbrücken Sankt Arnual","Neue Roßstr. 28",49.293922,7.116468,Saarland
88149,Nonnenhorn,"Potsdamer Platz 67",47.498686,9.637667,"Freistaat Bayern"
91200,Lauf,"Mellingburgredder 85",48.58728,8.09326,"Freistaat Bayern"
79595,Rümmingen,"Hedemannstasse 58",47.717148,7.566119,Baden-Württemberg
89174,Altheim,"Mohrenstrasse 75",48.591301,10.040703,Baden-Württemberg
86874,Tussenhausen,"Alt Reinickendorf 41",48.143724,10.650892,"Freistaat Bayern"
94082,Griesbach,"Ziegelstr. 36",48.3605,13.163838,"Freistaat Bayern"
45357,Essen,"Jenaer Strasse 50",51.565293,6.892193,Nordrhein-Westfalen
56290,Beltheim,"Joachimstaler Str. 22",50.14201,7.302935,Rheinland-Pfalz
09301,Rochlitz,"Kantstraße 48",51.011439,12.745894,"Freistaat Sachsen"
52349,Düren,"Knesebeckstraße 57",50.844918,6.471786,Nordrhein-Westfalen
25940,Wittdün,"Hochstrasse 74",54.603412,8.494774,Schleswig-Holstein
14959,Blankensee,"Feldstrasse 20",52.254476,13.184912,Brandenburg
23808,Wahlstedt,"Hans-Grade-Allee 56",54.049727,10.148214,Schleswig-Holstein
73733,"Esslingen Neckarhalde","Neue Roßstr. 76",48.693561,9.340996,Baden-Württemberg
04440,Zwenkau,"Hoheluftchaussee 32",51.299307,12.385964,"Freistaat Sachsen"
70435,"Stuttgart Stammheim","Ollenhauer Str. 15",48.863079,9.231384,Baden-Württemberg
56424,Ebernhahn,"Storkower Strasse 52",50.560474,7.907484,Rheinland-Pfalz
79674,Todtnau,"Schönhauser Allee 16",47.927952,7.854463,Baden-Württemberg
41751,"Viersen Boisheim","Fischerinsel 75",51.150158,6.42344,Nordrhein-Westfalen
91191,Lauf,"Alsterkrugchaussee 15",48.57023,8.183517,"Freistaat Bayern"
19201,Gadebusch,"Ruschestrasse 5",53.693952,11.085349,Mecklenburg-Vorpommern
96124,Maroldsweisach,"Luebecker Strasse 67",50.137123,10.677637,"Freistaat Bayern"
69121,"Heidelberg Handschusheim","Hermannstrasse 72",49.466495,8.776257,Baden-Württemberg
78589,Dürbheim,"Mohrenstrasse 60",48.078419,8.74012,Baden-Württemberg
94577,Winzer,"Ziegelstr. 57",48.803006,13.125755,"Freistaat Bayern"
54531,Pantenburg,"Luetzowplatz 16",50.07508,6.840682,Rheinland-Pfalz
74354,Besigheim,"Kurfürstenstraße 93",48.90905,9.146424,Baden-Württemberg
74388,Talheim,"Brandenburgische Str. 82",49.128186,9.143296,Baden-Württemberg
54518,Osann-Monzel,"Ansbacher Strasse 55",50.003455,6.856748,Rheinland-Pfalz
66759,Dillingen,"Gotzkowskystraße 20",48.601264,10.480739,"Freistaat Thüringen"
79364,Malterdingen,"Schönhauser Allee 63",48.256733,7.766771,Baden-Württemberg
95427,Bayreuth,"Kantstrasse 84",50.015919,11.560352,"Freistaat Bayern"
71292,Friolzheim,"Brandenburgische Str. 45",48.807376,8.772175,Baden-Württemberg
56412,Heiligenroth,"Stuttgarter Platz 27",50.429798,7.91268,Rheinland-Pfalz
25894,Niebüll,"Hochstrasse 33",54.732514,8.860573,Schleswig-Holstein
29476,Gusborn,"Lietzenburger Straße 82",53.105901,11.304107,Niedersachsen
94459,Deggendorf,"Kirchenallee 82",48.859139,12.922122,"Freistaat Bayern"
93439,Kötzting,"Kirchenallee 4",49.233236,12.920708,"Freistaat Bayern"
55469,Rayerschied,"Budapester Straße 53",49.876241,7.473208,Rheinland-Pfalz
96163,Gundelsheim,"Grosse Praesidenten Str. 80",49.983615,10.848135,"Freistaat Bayern"
24031,Kiel,"Genterstrasse 50",54.27686,10.153554,Schleswig-Holstein
63500,Seligenstadt,"Scharnweberstrasse 35",50.031935,8.878265,Hessen
24502,Neumünster,"Budapester Strasse 78",54.15346,10.008011,Schleswig-Holstein
84505,Burgkirchen,"Kieler Strasse 15",48.080683,12.7545,"Freistaat Bayern"
92243,Kümmersbruck,"Flughafenstrasse 11",49.340503,11.968457,"Freistaat Bayern"
94339,Leiblfing,"Schaarsteinweg 71",48.773238,12.568008,"Freistaat Bayern"
91775,Weißenburg,"Mellingburgredder 55",50.739688,11.352757,"Freistaat Bayern"
91475,Lonnerstadt,"Ellmenreichstrasse 35",49.599424,10.70581,"Freistaat Bayern"
57627,Marzhausen,"Knesebeckstrasse 98",50.74894,7.674411,Rheinland-Pfalz
26452,Sande,"Nuernbergerstrasse 1",53.611266,8.013397,Niedersachsen
56332,Brodenbach,"Stuttgarter Platz 35",50.324772,7.377702,Rheinland-Pfalz
68161,"Mannheim Quadrate","Scharnweberstrasse 53",49.4859,8.464493,Baden-Württemberg
02808,Görlitz,"Lietzensee-Ufer 55",51.21548,14.932355,"Freistaat Sachsen"
97428,Haßfurt,"Luebecker Strasse 47",49.974273,10.400757,"Freistaat Bayern"
22589,"Hamburg Iserbrook","Boxhagener Str. 82",53.644355,9.704551,Hamburg
01778,Fürstenau,"Lietzenburger Straße 16",50.847787,13.789342,"Freistaat Sachsen"
95506,Kastl,"Kieler Strasse 72",49.930026,11.957251,"Freistaat Bayern"
91578,Leutershausen,"Heiligengeistbrücke 24",49.327206,10.325419,"Freistaat Bayern"
56244,Krümmel,"Storkower Strasse 54",50.546038,7.653201,Rheinland-Pfalz
97666,"Bad Kissingen","Rudower Chaussee 86",50.138023,9.994457,"Freistaat Bayern"
96002,Bamberg,"Mühlenstrasse 90",49.840498,10.980032,"Freistaat Bayern"
85128,Nassenfels,"Potsdamer Platz 21",48.845802,11.305826,"Freistaat Bayern"
22395,"Hamburg Sasel","Fasanenstrasse 28",53.746113,10.111743,Hamburg
56579,Hardert,"Adenauerallee 44",50.436037,7.470655,Rheinland-Pfalz
38842,Wernigerode,"Feldstrasse 65",51.856854,10.788513,Sachsen-Anhalt
55776,Reichenbach,"Koepenicker Str. 51",49.639606,7.245827,Rheinland-Pfalz
66625,Nohfelden,"Stresemannstr. 92",49.60733,7.097393,Saarland
85424,Erding,"Büsingstrasse 11",48.309242,11.905529,"Freistaat Bayern"
56459,Gemünden,"Joachimstaler Str. 50",50.545972,7.890713,Rheinland-Pfalz
56412,Großholbach,"Stuttgarter Platz 4",50.36579,7.857682,Rheinland-Pfalz
86736,Auhausen,"Marseiller Strasse 64",49.017067,10.565435,"Freistaat Bayern"
57074,Siegen,"Leopoldstraße 37",50.851571,7.969312,Nordrhein-Westfalen
27624,Flögeln,"Bissingzeile 50",53.616549,8.931384,Niedersachsen
99803,Eisenach,"Eschenweg 84",51.056004,10.370696,"Freistaat Thüringen"
29227,Celle,"Luckenwalder Strasse 87",52.643335,10.016001,Niedersachsen
68535,Edingen-Neckarhausen,"Scharnweberstrasse 32",49.519012,8.619039,Baden-Württemberg
21035,"Hamburg Allermöhe","Waßmannsdorfer Chaussee 28",53.525754,10.201048,Hamburg
95308,Kulmbach,"Ellmenreichstrasse 2",50.172104,11.448358,"Freistaat Bayern"
82234,Weßling,"Prager Str 24",48.044801,11.212589,"Freistaat Bayern"
37635,Lüerdissen,"Leipziger Straße 34",51.988542,9.656762,Niedersachsen
79677,Aitern,"Schönhauser Allee 29",47.830891,7.975994,Baden-Württemberg
33649,"Bielefeld Quelle","Leipziger Strasse 22",51.910581,8.411911,Nordrhein-Westfalen
67578,Gimbsheim,"Hermannstrasse 25",49.799237,8.329847,Rheinland-Pfalz
80707,München,"Rhinstrasse 79",48.239182,11.537037,"Freistaat Bayern"
85395,Attenkirchen,"Schillerstrasse 90",48.484176,11.745253,"Freistaat Bayern"
54531,Pantenburg,"Luetzowplatz 22",50.08991,6.671661,Rheinland-Pfalz
56368,Berghausen,"Budapester Straße 66",50.282957,7.9735,Rheinland-Pfalz
77855,Achern,"Alt-Moabit 91",48.595745,8.109026,Baden-Württemberg
55469,Belgweiler,"Budapester Straße 8",50.043131,7.391896,Rheinland-Pfalz
06503,Gernrode,"Koenigstrasse 6",51.734442,11.120517,Sachsen-Anhalt
83684,Tegernsee,"Waldowstr. 67",47.728488,11.734051,"Freistaat Bayern"
26427,Werdum,"Nuernbergerstrasse 97",53.578627,7.622116,Niedersachsen
34302,Guxhagen,"Michaelkirchstr. 3",51.202443,9.551992,Hessen
09522,Olbernhau,"Pappelallee 13",50.602736,13.324801,"Freistaat Sachsen"
36205,Sontra,"Leipziger Straße 5",50.99491,9.946567,Hessen
02605,Bautzen,"Heinrich Heine Platz 21",51.145543,14.484476,"Freistaat Sachsen"
16942,Meyenburg,"Hoheluftchaussee 14",53.275774,12.251999,Brandenburg
01246,Dresden,"Charlottenstrasse 60",51.053246,13.77777,"Freistaat Sachsen"
68307,"Mannheim Sandhofen","Scharnweberstrasse 27",49.525647,8.541547,Baden-Württemberg
76133,"Karlsruhe Innenstadt-Ost","Frankfurter Allee 75",48.947279,8.405841,Baden-Württemberg
38707,"Schulenberg im Oberharz","Pohlstrasse 53",51.806684,10.362848,Niedersachsen
09382,Lugau,"Pappelallee 94",50.694166,12.772541,"Freistaat Sachsen"
35796,Weinbach,"Budapester Straße 31",50.332264,8.259719,Hessen
99003,Erfurt,"Charlottenstrasse 14",51.032542,10.949201,"Freistaat Thüringen"
90703,Fürth,"Rathausstrasse 30",48.502536,11.96317,"Freistaat Bayern"
88662,Überlingen,"Hedemannstasse 98",47.723714,9.217437,Baden-Württemberg
67059,"Ludwigshafen am Rhein West","Leipziger Strasse 74",49.406055,8.386914,Rheinland-Pfalz
45657,Recklinghausen,"Knesebeckstraße 21",51.604732,7.130806,Nordrhein-Westfalen
24516,Neumünster,"Budapester Strasse 64",53.996358,9.969029,Schleswig-Holstein
92521,Schwarzenfeld,"Schaarsteinweg 16",49.325727,12.041982,"Freistaat Bayern"
24095,Kiel,"Genterstrasse 6",54.259809,10.199252,Schleswig-Holstein
29364,Langlingen,"Luckenwalder Strasse 54",52.620004,10.362499,Niedersachsen
18261,Güstrow,"Ruschestrasse 43",53.86227,12.218804,Mecklenburg-Vorpommern
68723,Oftersheim,"Scharnweberstrasse 21",49.275003,8.523428,Baden-Württemberg
71287,Weissach,"Brandenburgische Str. 78",48.860539,8.914249,Baden-Württemberg
38379,Wolsdorf,"Pohlstrasse 12",52.12123,10.866537,Niedersachsen
40223,"Düsseldorf Unterbilk","Park Str. 53",51.239777,6.851852,Nordrhein-Westfalen
82243,Fürstenfeldbruck,"Prager Str 51",48.186439,11.164995,"Freistaat Bayern"
40225,"Düsseldorf Wersten","Park Str. 80",51.150175,6.781851,Nordrhein-Westfalen
94488,Hengersberg,"Kirchenallee 52",48.855027,13.133014,"Freistaat Bayern"
25538,Brunsbüttel,"An Der Urania 9",52.285045,10.529702,Schleswig-Holstein
37434,Wollershausen,"Leipziger Straße 80",51.630827,10.287789,Niedersachsen
68623,Lampertheim,"Scharnweberstrasse 69",49.51081,8.460289,Hessen
25933,Wyk,"Hochstrasse 10",54.634188,8.531036,Schleswig-Holstein
38547,Calberlah,"Pohlstrasse 61",52.512538,10.557785,Niedersachsen
25892,Niebüll,"Hochstrasse 29",54.757022,8.788385,Schleswig-Holstein
90114,Nürnberg,"Rathausstrasse 58",49.457705,11.114284,"Freistaat Bayern"
49843,Halle,"Messedamm 30",52.549704,6.946415,Niedersachsen
54293,"Trier Ehrang-Pallien","Leipziger Strasse 35",49.681181,6.691439,Rheinland-Pfalz
56729,Arft,"Buelowstrasse 88",50.333966,7.046838,Rheinland-Pfalz
56307,Dürrholz,"Knesebeckstrasse 97",50.631303,7.651284,Rheinland-Pfalz
89278,Nersingen,"An der Schillingbrucke 12",48.387558,10.120556,"Freistaat Bayern"
91166,Georgensgmünd,"Luebeckertordamm 28",49.155711,10.982358,"Freistaat Bayern"
55452,Hergenfeld,"Guentzelstrasse 71",49.976925,7.76669,Rheinland-Pfalz
67550,"Worms Abenheim","Hermannstrasse 69",49.677867,8.429188,Rheinland-Pfalz
80525,München,"Landsberger Allee 14",48.136151,11.549762,"Freistaat Bayern"
26655,Westerstede,"Nuernbergerstrasse 3",53.291218,7.828352,Niedersachsen
49843,Getelo,"Lietzenburger Straße 97",52.528648,6.862997,Niedersachsen
29465,Schnega,"Lietzenburger Straße 16",52.936966,10.930373,Niedersachsen
33619,"Bielefeld Großdornberg","Spresstrasse 23",52.061889,8.512414,Nordrhein-Westfalen
04741,Gersdorf,"Hoheluftchaussee 62",51.112505,13.225708,"Freistaat Sachsen"
54314,Hentern,"Lützowplatz 1",49.61283,6.589363,Rheinland-Pfalz
26831,Wymeer,"Kastanienallee 22",53.072667,7.300067,Niedersachsen
93340,Saal,"Schoenebergerstrasse 56",48.849787,11.960084,"Freistaat Bayern"
34396,Liebenau,"Michaelkirchstr. 31",51.406454,9.337651,Hessen
29499,Zernien,"Lietzenburger Straße 40",53.149216,10.89295,Niedersachsen
93479,Grafenwiesen,"Kirchenallee 24",49.291926,12.846294,"Freistaat Bayern"
22089,"Hamburg Wandsbek","Los-Angeles-Platz 65",53.491848,10.00392,Hamburg
86819,"Bad Wörishofen","Paderborner Strasse 32",48.055958,10.547053,"Freistaat Bayern"
91327,Gößweinstein,"Fontenay 86",49.696302,11.241352,"Freistaat Bayern"
94074,Freyung,"Ziegelstr. 90",48.849141,13.622453,"Freistaat Bayern"
38384,Gevensleben,"Pohlstrasse 55",52.124511,10.768934,Niedersachsen
97712,Oerlenbach,"Paul-Nevermann-Platz 44",50.114326,10.141355,"Freistaat Bayern"
33829,Borgholzhausen,"Rohrdamm 87",52.103714,8.242806,Nordrhein-Westfalen
59071,Hamm,"Knesebeckstraße 73",51.708452,7.897803,Nordrhein-Westfalen
67737,Olsbrücken,"Grosse Praesidenten Str. 45",49.472116,7.688957,Rheinland-Pfalz
21643,Beckdorf,"Gruenauer Strasse 79",53.472244,9.602406,Niedersachsen
56821,Ellenz-Poltersdorf,"Gotzkowskystrasse 20",50.056996,7.219054,Rheinland-Pfalz
67294,Morschheim,"Brandenburgische Strasse 40",49.63724,7.913901,Rheinland-Pfalz
63526,Erlensee,"Scharnweberstrasse 67",50.192244,9.04926,Hessen
29597,Stoetze,"Lietzenburger Straße 97",53.163613,10.861592,Niedersachsen
06473,Quedlinburg,"Chausseestr. 50",51.853662,11.246648,Sachsen-Anhalt
92714,Pleystein,"Flughafenstrasse 13",49.692534,12.450497,"Freistaat Bayern"
35392,Gießen,"Leipziger Strasse 52",50.62671,8.715081,Hessen
56291,Thörlingen,"Brandenburgische Str 14",50.140482,7.612044,Rheinland-Pfalz
47178,Duisburg,"Jenaer Strasse 46",51.397661,6.748762,Nordrhein-Westfalen
27726,Worpswede,"Bissingzeile 20",53.30926,8.934353,Niedersachsen
63695,Glauburg,"Konstanzer Strasse 16",50.397736,8.92955,Hessen
67724,Gundersweiler,"Anhalter Strasse 46",49.595904,7.708005,Rheinland-Pfalz
83426,"Bad Reichenhall","Langenhorner Chaussee 52",47.649846,12.808795,"Freistaat Bayern"
91101,Schwabach,"Alsterkrugchaussee 65",49.395106,10.978943,"Freistaat Bayern"
41540,"Dormagen Dormagen-Mitte","Am Borsigturm 18",51.149332,6.814232,Nordrhein-Westfalen
95309,Kulmbach,"Ellmenreichstrasse 1",50.053738,11.493982,"Freistaat Bayern"
39202,Schönebeck,"Ruschestrasse 72",51.916739,11.665899,Sachsen-Anhalt
73732,"Esslingen Serach","Neue Roßstr. 30",48.670308,9.355282,Baden-Württemberg
91578,Leutershausen,"Heiligengeistbrücke 4",49.260351,10.411268,"Freistaat Bayern"
06464,Frose,"Holstenwall 73",51.79286,11.307047,Sachsen-Anhalt
65391,Sauerthal,"Motzstr. 7",50.170082,7.754223,Rheinland-Pfalz
90128,Nürnberg,"Rathausstrasse 1",49.401974,11.145705,"Freistaat Bayern"
96014,Bamberg,"Mühlenstrasse 97",49.799598,10.985953,"Freistaat Bayern"
31079,Almstedt,"Luckenwalder Strasse 59",52.141121,9.978427,Niedersachsen
08254,Markneukirchen,"Pappelallee 34",50.215448,12.300458,"Freistaat Sachsen"
01906,Burkau,"Amsinckstrasse 35",51.24378,14.250439,"Freistaat Sachsen"
04207,Leipzig,"Prenzlauer Allee 8",51.400077,12.386072,"Freistaat Sachsen"
65326,Aarbergen,"Mollstrasse 7",50.171938,7.994091,Hessen
06636,Burgscheidungen,"Hoheluftchaussee 98",51.21919,11.556074,Sachsen-Anhalt
80634,München,"Landsberger Allee 93",48.096081,11.522144,"Freistaat Bayern"
22175,"Hamburg Bramfeld","Boxhagener Str. 88",53.52359,9.988699,Hamburg
80901,München,"Rhinstrasse 81",48.079776,11.560368,"Freistaat Bayern"
81301,München,"Rhinstrasse 1",48.189591,11.660483,"Freistaat Bayern"
94530,Auerbach,"Kantstraße 8",48.794819,13.115075,"Freistaat Bayern"
21337,Lüneburg,"Inge Beisheim Platz 1",53.157099,10.384169,Niedersachsen
84187,Weng,"Langenhorner Chaussee 2",48.643756,12.456719,"Freistaat Bayern"
40549,"Düsseldorf Lörick","Park Str. 63",51.288723,6.665575,Nordrhein-Westfalen
83267,Traunstein,"Albrechtstrasse 9",47.892276,12.577103,"Freistaat Bayern"
56751,Einig,"Wallstrasse 80",50.20908,7.342703,Rheinland-Pfalz
94013,Passau,"Albrechtstrasse 89",48.614041,13.466256,"Freistaat Bayern"
32758,"Detmold Vahlhausen","Bleibtreustrasse 26",51.88734,8.899547,Nordrhein-Westfalen
22549,"Hamburg Osdorf","Fasanenstrasse 59",53.588904,9.983095,Hamburg
08202,Auerbach,"Kantstraße 97",50.625603,13.011042,"Freistaat Sachsen"
53533,Eichenbach,"Augsburger Strasse 21",50.343261,6.759121,Rheinland-Pfalz
27404,Heeslingen,"Budapester Strasse 17",53.374865,9.318802,Niedersachsen
18411,Stralsund,"Schoenebergerstrasse 87",54.265042,13.07727,Mecklenburg-Vorpommern
48465,Suddendorf,"Lietzenburger Straße 18",52.283269,7.296834,Niedersachsen
38116,Braunschweig,"Los-Angeles-Platz 93",52.222786,10.448712,Niedersachsen
76229,"Karlsruhe Durlach","Frankfurter Allee 32",48.978679,8.317433,Baden-Württemberg
31812,"Bad Pyrmont","Bleibtreustrasse 27",52.014096,9.214132,Niedersachsen
69231,Rauenberg,"Hermannstrasse 89",49.343356,8.774649,Baden-Württemberg
47533,Kleve,"Gotzkowskystraße 56",51.747767,6.081886,Nordrhein-Westfalen
91058,Erlangen,"Mellingburgredder 70",49.595466,10.970981,"Freistaat Bayern"
54483,Kleinich,"Ansbacher Strasse 93",49.828141,7.164617,Rheinland-Pfalz
09025,Chemnitz,"Gotthardstrasse 24",50.934996,12.948908,"Freistaat Sachsen"
56170,Bendorf,"Stuttgarter Platz 33",50.365131,7.632013,Rheinland-Pfalz
54689,Dasburg,"Ansbacher Strasse 44",50.08652,6.156434,Rheinland-Pfalz
73431,"Aalen Aalen","An der Schillingbrucke 62",48.818859,9.973148,Baden-Württemberg
23998,Kirchdorf,"Reeperbahn 42",54.157099,13.204929,Mecklenburg-Vorpommern
22041,"Hamburg Tonndorf","Los-Angeles-Platz 90",53.539987,10.044584,Hamburg
96126,Maroldsweisach,"Luebecker Strasse 62",50.145604,10.642169,"Freistaat Bayern"
14434,Potsdam,"Fugger Strasse 69",52.416788,13.081019,Brandenburg
79353,Bahlingen,"Schönhauser Allee 72",48.221674,7.728905,Baden-Württemberg
22111,"Hamburg Horn","Boxhagener Str. 98",53.534832,10.078186,Hamburg
97236,Randersacker,"Billwerder Neuer Deich 48",49.79967,9.890836,"Freistaat Bayern"
17132,Malchin,"Chausseestr. 94",53.69223,12.845197,Mecklenburg-Vorpommern
04259,Leipzig,"Prenzlauer Allee 20",51.367227,12.441243,"Freistaat Sachsen"
37181,Hardegsen,"Meinekestraße 24",51.743293,9.886847,Niedersachsen
81208,München,"Rhinstrasse 16",48.1233,11.681312,"Freistaat Bayern"
29227,Celle,"Luckenwalder Strasse 2",52.644718,10.142903,Niedersachsen
56340,Dachsenhausen,"Koepenicker Str. 29",50.24246,7.666742,Rheinland-Pfalz
20257,"Hamburg Eimsbüttel","Boxhagener Str. 46",53.648366,9.864878,Hamburg
21710,Engelschoff,"Gruenauer Strasse 35",53.638451,9.275635,Niedersachsen
